decimalLatitude,decimalLongitude,eventDate,scientificName,taxonConceptID,recordID,dataResourceName,occurrenceStatus,date,excluded_notes,geometry,state
-43.315189,145.968057,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,93418c3c-ed45-46c5-ac5d-ea74b8a88157,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.300747,146.910763,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,75543c73-e1a5-44e2-994d-52cf7baebc4a,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.267618,147.240211,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,4362720d-3b3c-478f-9809-170043f3b4dc,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.257886,147.362365,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e78b7e24-77ca-47b7-bdd6-3f68367168ab,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.257886,147.362365,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,c149064f-89df-4351-9c38-ca0a5c9171a4,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.246681,147.129488,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,033efdea-8e16-4a72-829a-c96935cab534,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.2286206,147.2510464,NA,Oryctolagus cuniculus,https://biodiversity.org.au/afd/taxa/692effa3-b719-495f-a86f-ce89e2981652,857124f7-ea4a-4459-85e3-3e8c6cdf4c82,Tasmanian Museum and Art Gallery provider for OZCAM,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.227289,147.255236,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,d626a6a4-0f6c-4db8-9aa9-443314cc2187,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.214749,146.906579,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e8e922ad-4919-4711-82f2-771693614551,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.214749,146.906579,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,7120eb56-de8a-4aad-8b17-00eff8a3d9e9,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.199892,146.907833,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,ef6c697e-9166-4794-ad93-c89ce58cc827,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.197594,147.746355,NA,Oryctolagus cuniculus,https://biodiversity.org.au/afd/taxa/692effa3-b719-495f-a86f-ce89e2981652,ef7c3c9c-30df-47a9-b41d-39a51b1e4abf,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.194436,147.24876,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,02c586be-8e94-460b-a4c7-d3b2a170ae21,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.187447,146.933658,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,fadaed03-859e-4d9a-9b1e-a7d2cefae44e,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.18136,146.95174,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,a8d5b1a6-083d-43c1-a8f0-b383eeafa697,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.173748,146.94541,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,6cfc0c48-b083-4b70-90a9-1b12a56be1f9,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.172534,147.104688,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e5393bd2-84bb-4bea-b18d-6602a629c81e,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.170272,147.195146,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,2e54526e-5a37-4212-b4cc-de57374f72e4,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.169128,147.205599,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,0e40e242-6350-4c7e-a210-e7553ae9e020,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.168226,147.206826,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,a4f59771-184e-4e33-88a0-3ea06cb221cd,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.166181,147.216968,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,ae376d52-889e-4fbc-92dd-1b5418718947,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.165954,147.217583,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,bb7be4b6-e5c1-4307-9435-cef9fc9b899d,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.165921,146.941689,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,9afc551e-43bc-4729-bd52-f54412fe7607,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.16499,146.934039,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,85074bc5-bada-4ba3-bec5-502897b501e7,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.164774,146.907886,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,17026036-3f9f-40d2-af5e-e0a69f7f54ad,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.1646,147.219731,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,484af19a-f04c-474f-99f2-01a8d749bfc7,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.159613,147.236626,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e7293d11-7328-4ac5-8d4d-c99fc232af92,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.159371,146.953172,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,9f5482dd-6967-40a6-9ace-a626dc7afe66,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.157927,146.827329,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,20876e41-4032-4982-833d-a3cee62970dd,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.157927,146.827329,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,5db9e0c4-5578-423e-980b-eea1c00685d5,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.157805,147.240002,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e5d0ad95-fc92-42e4-beca-6c8a703fb78f,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.155784,147.237841,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,0d6156b2-416d-4f1e-b884-74160cbb1a5d,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.155211,147.868503,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e6f43bb5-0596-4c74-a9ef-fa91292b24a1,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.153008,146.851327,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,24b1f507-ae7a-48b2-9541-aff74d091bf0,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.152629,147.239059,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,49357689-6842-43a7-9752-73e949f41d9d,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.148801,147.239659,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,8e8c67e1-d9cc-4ad3-8e4e-d4767100c046,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.147447,147.241191,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,08351338-5030-43d5-905f-0ff561a64299,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.146771,147.241803,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,66a392d9-2871-4235-971f-331b096fd652,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.146545,147.24211,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,6d5d9ee0-5fe1-4e8a-ae7a-5658391590c6,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.146093,147.242723,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,7069d3ee-8161-4bac-9efc-1566a08a143d,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.144701,146.977495,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,83cc9f3e-d92f-4fe2-80d2-8e17ebca5070,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.141871,147.153663,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e7052759-f6af-4925-a772-508db0d7ae28,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.139562,147.244234,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,b7ed3e06-b141-4051-aff5-e709178e68e9,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.138885,147.244846,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,d485b394-43aa-4208-9dee-2c8c4eafc5fa,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.138844,147.05815,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,c81b414e-4a4f-4df6-a836-7c3676875cab,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.136405,147.246681,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,fadf8eb6-a461-4817-8110-a2bad637dd97,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.135954,147.246986,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,65bf3747-4269-403b-9c4f-c20c400b7a1c,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.135712,147.053843,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,23bc959d-8358-4af3-9c83-48e9a3f5cfab,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.134823,147.249441,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,5123f543-3aeb-4631-ad92-1736cef22161,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.133016,147.251892,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,204ee9cc-201a-4c41-91fe-84bd1d39cab1,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.132115,147.252196,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e6ab46b6-e002-4c09-859c-c4208bd78f34,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.124489,147.767361,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,96a71bc3-16c0-48a1-bbc0-e815258d0e8b,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.123962,147.18332,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,b2f7a692-1018-4485-a1f3-67096dd2fcf2,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.123725,147.85006,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,8e8d86bf-7ff9-4fec-b079-378374ca8e7a,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.119975,147.244771,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,04241287-e244-484c-ac75-c611658bb9fb,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.11868,147.243672,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,3157a8dd-d885-48e4-a208-89aaee7fb7e8,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.116616,146.992735,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,f5c3e3d9-2da4-48fb-9eac-5c933f18d5da,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.116598,147.244757,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e3d4ec23-a972-4330-a836-8550f4dedbf2,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.11516,147.851355,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,750653b6-2e67-4b32-9248-76d8621489f4,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.113783,147.036702,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,5c519cd6-0751-4b7a-a1f3-dd0e188f1de8,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.113717,147.751419,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,93c6d182-12f5-48a9-bb3d-9c340b817512,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.108723,147.035396,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,78dda2a5-eca3-4fda-8873-051459655e95,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.106642,147.230093,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,68a0d148-59f6-40af-90da-1d33886f9f47,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.105645,147.205288,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,b0b31d66-14ae-4fbf-9e96-368cd921086a,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.103555,147.215235,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,8ef44676-e948-4a2e-b2c6-8d1d7cd5d082,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.099467,147.030869,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,9cb2d14f-2fed-43ee-9c47-5a707a441e35,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.097864,147.242237,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,12c95f86-c430-43e7-8327-9e2c0dc0ff94,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.094763,147.244056,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,f59f8116-b51d-42be-89be-bde8fea66745,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.094085,147.244975,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,d8486861-b109-499c-816f-4b044ff6220d,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.094085,147.244975,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,60bc91bd-3098-4ac7-ab69-5546fb7fbae7,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.094085,147.244975,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,4481bac5-ebd5-4d3e-9343-171a3b42c2a9,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.094085,147.244975,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,caee23ec-011f-4101-b2b6-f99c63cc8786,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.09274,147.24669,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,ff876d25-81a2-401c-b55c-eedab75eb109,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.092054,147.247424,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,579ee824-64ee-49f4-8a28-8016598e2dd4,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-43.091314,147.248109,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,42c3f7f3-0fde-4002-8b5d-da896aef69b0,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
